,CustomerKey,Name,OrderCount,CustomerOrderingType
7897,1117944,Maddison Owen,7,Periodic Buyer
14235,1961979,Emir Concepción,7,Periodic Buyer
7793,1101670,Kyle Duncan,7,Periodic Buyer
2093,284579,Michael Moore,7,Periodic Buyer
6758,940026,Kyle Atkinson,7,Periodic Buyer
2114,287047,Evelyn Blue,7,Periodic Buyer
2580,350710,Delois Thompson,7,Periodic Buyer
12278,1703974,John Bowling,7,Periodic Buyer
6911,964222,Kian Bishop,7,Periodic Buyer
11198,1560793,Shannon Rice,7,Periodic Buyer
7711,1092416,Isaac Black,7,Periodic Buyer
14043,1938586,Jasmin Ivancic,7,Periodic Buyer
15216,2092988,Ludvig Lundblad,7,Periodic Buyer
12274,1703670,Carolyn Gunter,7,Periodic Buyer
6891,961833,Ethan Howard,7,Periodic Buyer
12266,1702622,Frank Harris,7,Periodic Buyer
13513,1868176,Amanda Tobin,7,Periodic Buyer
12264,1702428,James Freund,7,Periodic Buyer
2601,352719,Austin Paras,7,Periodic Buyer
2112,286879,Albert Fitzpatrick,7,Periodic Buyer
14027,1936262,Douglas Sousa,7,Periodic Buyer
2606,353352,Armando Mathias,7,Periodic Buyer
6864,957745,Lara Wright,7,Periodic Buyer
14034,1937213,Jana Baric,7,Periodic Buyer
6862,957450,Charlie Horton,7,Periodic Buyer
2111,286857,Phyllis Chill,7,Periodic Buyer
4048,544134,Michelle Abt,7,Periodic Buyer
7760,1097685,Amy Welch,7,Periodic Buyer
6848,954784,Rebecca McDonald,7,Periodic Buyer
11189,1559597,Kimberly Chestnut,7,Periodic Buyer
6842,953917,Tia Dean,7,Periodic Buyer
11188,1559552,Dora Fauntleroy,7,Periodic Buyer
4042,543610,Anja Baecker,7,Periodic Buyer
2625,355295,Vera Smith,7,Periodic Buyer
14002,1932808,Branimir Grubiic,7,Periodic Buyer
11154,1554303,Joshua Boyce,7,Periodic Buyer
7701,1090696,Kyle Pollard,7,Periodic Buyer
8123,1148699,Alicia Bishop,7,Periodic Buyer
12584,1740766,Keena Craig,7,Periodic Buyer
8042,1138846,Eva Peters,7,Periodic Buyer
11091,1546647,Kristi Stamm,7,Periodic Buyer
6661,926578,Jessica Wallace,7,Periodic Buyer
6654,924619,Sophia Lambert,7,Periodic Buyer
1933,263308,Theodore Hickey,7,Periodic Buyer
4299,579037,Jonas Weissmuller,7,Periodic Buyer
12153,1688706,Dona Cookson,7,Periodic Buyer
1921,262037,Patricia Johnson,7,Periodic Buyer
12150,1688415,Rebecca Nelson,7,Periodic Buyer
1912,261275,Pamela Solomon,7,Periodic Buyer
13581,1878175,Florence Bridgers,7,Periodic Buyer
8119,1148022,Alexandra Singh,7,Periodic Buyer
6603,917293,Abbie Nicholls,7,Periodic Buyer
14264,1965809,Anne Helminen,7,Periodic Buyer
6597,916676,Leo Macdonald,7,Periodic Buyer
8130,1149875,Melissa Whitehead,7,Periodic Buyer
2772,374334,John Baker,7,Periodic Buyer
2774,374720,Dawn Nino,7,Periodic Buyer
1891,259407,Aaron Johnson,7,Periodic Buyer
12129,1686269,Rupert Weaver,7,Periodic Buyer
11001,1537435,Jesse Morgan,7,Periodic Buyer
6583,914541,Brooke Lyons,7,Periodic Buyer
13482,1865137,Judy Kincade,7,Periodic Buyer
12615,1745111,Willie Weber,7,Periodic Buyer
2783,376037,Donna Holbrook,7,Periodic Buyer
15154,2085857,Elisabeth Berthelsen,7,Periodic Buyer
8163,1155920,Benjamin Herbert,7,Periodic Buyer
6680,929502,Lewis McDonald,7,Periodic Buyer
6684,930053,Sophie Singh,7,Periodic Buyer
11152,1553965,John Rosado,7,Periodic Buyer
2704,365953,Wendy Miller,7,Periodic Buyer
7921,1122233,Eve Faulkner,7,Periodic Buyer
6755,939874,Brandon Hammond,7,Periodic Buyer
14000,1932733,Adalvino Villanueva,7,Periodic Buyer
15191,2090023,Delfina Solórzano,7,Periodic Buyer
7929,1123162,Holly Joyce,7,Periodic Buyer
2009,272462,Elisa Robinson,7,Periodic Buyer
12560,1737854,Mark Jackson,7,Periodic Buyer
11136,1551713,Josefa Fisher,7,Periodic Buyer
11343,1582099,Ted White,7,Periodic Buyer
4019,540609,Philipp Luft,7,Periodic Buyer
12567,1738341,Estelle Hemphill,7,Periodic Buyer
6728,937006,Maisie Archer,7,Periodic Buyer
1996,271155,Monika Ward,7,Periodic Buyer
1993,270917,Paul Sadler,7,Periodic Buyer
8035,1138144,William Hobbs,7,Periodic Buyer
11348,1582684,Loretta Antoine,7,Periodic Buyer
1987,270462,Michelle Swinson,7,Periodic Buyer
11116,1549671,Robert Sok,7,Periodic Buyer
2713,366856,Peter South,7,Periodic Buyer
11110,1548942,Regina Maske,7,Periodic Buyer
6706,932629,Jacob Powell,7,Periodic Buyer
11354,1583170,Arnold Ross,7,Periodic Buyer
6692,931321,Charlotte Parsons,7,Periodic Buyer
13490,1865468,Frederick Zawacki,7,Periodic Buyer
2724,367824,Shelly Pitchford,7,Periodic Buyer
1954,265864,Alan Depasquale,7,Periodic Buyer
8025,1136852,Maya White,7,Periodic Buyer
1952,265807,Jason Elgin,7,Periodic Buyer
7706,1091419,Dominic Banks,7,Periodic Buyer
2148,291985,Ann Collins,7,Periodic Buyer
8168,1156489,Bailey Harris,7,Periodic Buyer
7145,1002790,Alice Moss,7,Periodic Buyer
14093,1944754,Amy Gordon,7,Periodic Buyer
15256,2098944,Emmeline Daviau,7,Periodic Buyer
15255,2098879,Isaac Blom,7,Periodic Buyer
15254,2098404,Lenka Cadilová,7,Periodic Buyer
2317,314877,Roger Griffith,7,Periodic Buyer
7396,1041465,Evie Fuller,7,Periodic Buyer
14132,1950756,Boena Kalinová,7,Periodic Buyer
7155,1003748,Lara Holden,7,Periodic Buyer
7397,1041466,Harvey Lee,7,Periodic Buyer
12365,1714946,Clifton Frazier,7,Periodic Buyer
7149,1003107,David Lane,7,Periodic Buyer
11257,1569944,Anna Deines,7,Periodic Buyer
14085,1943741,Johan Schmidt,7,Periodic Buyer
14084,1943078,Lubomír Kroulík,7,Periodic Buyer
12378,1716435,Benjamin Santiago,7,Periodic Buyer
7404,1041871,Riley Smith,7,Periodic Buyer
4156,559221,Anne Schmitz,7,Periodic Buyer
7138,1002098,Samuel Davey,7,Periodic Buyer
7133,1001525,Chloe Lawrence,7,Periodic Buyer
7131,1001493,Elliot Potter,7,Periodic Buyer
7436,1047746,Leo Nixon,7,Periodic Buyer
14077,1942015,Lee Wilson,7,Periodic Buyer
2289,311805,Mariann Brock,7,Periodic Buyer
4164,560662,Sara Vogler,7,Periodic Buyer
7454,1049904,Matthew Sinclair,7,Periodic Buyer
7457,1050975,Joe Hanson,7,Periodic Buyer
7116,999350,Eve Coles,7,Periodic Buyer
7459,1051282,Jennifer Nolan,7,Periodic Buyer
11264,1570733,Jerry Fisher,7,Periodic Buyer
4104,551501,Leah Biermann,7,Periodic Buyer
2275,310622,Paul Perez,7,Periodic Buyer
2363,321313,Beatrice Taylor,7,Periodic Buyer
4121,554606,Lukas Bohm,7,Periodic Buyer
7244,1018188,Rebecca Cox,7,Periodic Buyer
11304,1575642,Laura Devries,7,Periodic Buyer
7239,1017199,Alexandra Walker,7,Periodic Buyer
7237,1017018,Ethan Newton,7,Periodic Buyer
4124,555530,Dirk Unger,7,Periodic Buyer
7232,1015982,Brandon Kirk,7,Periodic Buyer
14104,1946530,Miguel Henderson,7,Periodic Buyer
12410,1719777,Renato Wright,7,Periodic Buyer
7280,1022794,Isobel Garner,7,Periodic Buyer
2375,322734,Elizabeth Cox,7,Periodic Buyer
7282,1022980,Jake Patel,7,Periodic Buyer
12414,1719990,Walter Dickerson,7,Periodic Buyer
11288,1572877,Doyle Corona,7,Periodic Buyer
7351,1035789,Gracie Boyle,7,Periodic Buyer
7214,1013139,Alex Wheeler,7,Periodic Buyer
7313,1028420,Isaac Crawford,7,Periodic Buyer
2356,320652,Lisa Jimenez,7,Periodic Buyer
11284,1572525,Judy Arambula,7,Periodic Buyer
2417,328714,Karol Alling,7,Periodic Buyer
2419,328915,Eloise McCall,7,Periodic Buyer
2351,320030,Sandra Seymore,7,Periodic Buyer
12389,1717593,Beverly Coldwell,7,Periodic Buyer
7196,1011273,Libby Mistry,7,Periodic Buyer
11274,1571781,Douglas Steward,7,Periodic Buyer
7185,1010025,Eve Connolly,7,Periodic Buyer
12423,1720942,Harry McAllister,7,Periodic Buyer
7345,1033579,Maddison Moore,7,Periodic Buyer
2478,337002,Bernard Self,7,Periodic Buyer
7106,997963,Mia Woods,7,Periodic Buyer
2149,292054,Danny Chappel,7,Periodic Buyer
12300,1706633,Patricia Harrison,7,Periodic Buyer
4196,565489,Andrea Huber,7,Periodic Buyer
2545,346689,Russell Feder,7,Periodic Buyer
13521,1869800,Rita Sangster,7,Periodic Buyer
2196,300044,Derrick Flaherty,7,Periodic Buyer
12480,1729199,Jeffery Howell,7,Periodic Buyer
11325,1579735,Thomas Hernandez,7,Periodic Buyer
11215,1563279,Betty Compton,7,Periodic Buyer
11214,1563218,Victor Jackson,7,Periodic Buyer
14178,1955971,Desimir Stanic,7,Periodic Buyer
12307,1707121,Norman Jenkins,7,Periodic Buyer
14053,1939398,Ella Bach,7,Periodic Buyer
4203,565827,Frank Jaeger,7,Periodic Buyer
2184,297462,Heath Byrd,7,Periodic Buyer
4207,566465,Tanja Möller,7,Periodic Buyer
6997,978847,Matilda Field,7,Periodic Buyer
11207,1562024,Sue Jeffers,7,Periodic Buyer
12296,1706324,James Haun,7,Periodic Buyer
11327,1579839,Ana Richardson,7,Periodic Buyer
6951,971338,Demi Edwards,7,Periodic Buyer
12293,1706020,Pamela Sandoval,7,Periodic Buyer
7669,1086276,Courtney Dyer,7,Periodic Buyer
4212,567059,Tobias Pfeifer,7,Periodic Buyer
7677,1087790,Edward Allen,7,Periodic Buyer
4213,567076,Kevin Frankfurter,7,Periodic Buyer
4059,545287,Ulrich Scholz,7,Periodic Buyer
7681,1088403,Lucy Scott,7,Periodic Buyer
6932,968554,Millie Bevan,7,Periodic Buyer
7689,1089414,Ava Oliver,7,Periodic Buyer
7581,1070372,Toby Moore,7,Periodic Buyer
2210,302130,Scott Ramirez,7,Periodic Buyer
7099,997457,Freddie Austin,7,Periodic Buyer
7038,985150,Harrison Hilton,7,Periodic Buyer
7092,996031,Emma Lambert,7,Periodic Buyer
2489,338444,Stephanie Bailey,7,Periodic Buyer
4181,563344,Maria Baum,7,Periodic Buyer
7079,992604,Charlie Lyons,7,Periodic Buyer
7078,992253,Charlie Parker,7,Periodic Buyer
2258,308450,Eric McCain,7,Periodic Buyer
2501,340417,Edmund Mitchell,7,Periodic Buyer
14067,1941219,Valdemar Thygesen,7,Periodic Buyer
7067,990399,Adam Blackburn,7,Periodic Buyer
7511,1058787,Alexander Hopkins,7,Periodic Buyer
7060,988697,Nathan Rees,7,Periodic Buyer
7518,1059971,Faith Howell,7,Periodic Buyer
7521,1060308,Robert Khan,7,Periodic Buyer
2514,342512,Rita Smith,7,Periodic Buyer
7579,1069911,Declan O'Donnell,7,Periodic Buyer
7036,984471,Lauren Gregory,7,Periodic Buyer
12335,1711488,Jerrie Tylor,7,Periodic Buyer
7534,1062632,Maya Goodwin,7,Periodic Buyer
12470,1727572,Kyle Shelton,7,Periodic Buyer
7028,983144,Georgia Stephens,7,Periodic Buyer
7022,982645,Joseph Henderson,7,Periodic Buyer
2223,303782,Florence Manriquez,7,Periodic Buyer
2221,303506,Gloria Cushman,7,Periodic Buyer
13523,1870208,Joseph Davis,7,Periodic Buyer
2219,303085,Willie Olson,7,Periodic Buyer
12478,1728981,Ryan Dixon,7,Periodic Buyer
11324,1579553,Tyler Brown,7,Periodic Buyer
7007,980164,Evie Gardiner,7,Periodic Buyer
10998,1537138,Gloria Doughty,7,Periodic Buyer
12158,1689813,Ronald Blaha,7,Periodic Buyer
13910,1921829,Jirí Veverka,7,Periodic Buyer
2977,400071,Jonas Schmidt,7,Periodic Buyer
12716,1758421,Joelle Hildebrandt,7,Periodic Buyer
14366,1979787,Alica Cassidy,7,Periodic Buyer
11419,1590949,George Pascual,7,Periodic Buyer
4418,595271,Vanessa Kruger,7,Periodic Buyer
12721,1759717,Roderick McCracken,7,Periodic Buyer
10819,1514233,Carolyn Weeks,7,Periodic Buyer
12025,1671513,Benjamin Pellegrin,7,Periodic Buyer
2966,398751,Jorge Morgan,7,Periodic Buyer
10803,1512558,Kimberly Walden,7,Periodic Buyer
12022,1670993,Jose Friend,7,Periodic Buyer
10802,1512289,Erica Pritchett,7,Periodic Buyer
8521,1211703,Robert Demartino,7,Periodic Buyer
12016,1670689,Ulysses Gunn,7,Periodic Buyer
6285,870805,Sammy Schilt,7,Periodic Buyer
10789,1510026,Christopher Alvarado,7,Periodic Buyer
4441,599433,Maik Schiffer,7,Periodic Buyer
2984,401221,Uwe Wexler,7,Periodic Buyer
2985,401266,Stephan Probst,7,Periodic Buyer
13608,1882274,Peter Moseley,7,Periodic Buyer
1632,226576,Anthony Cox,7,Periodic Buyer
4448,600524,Garland Batard,7,Periodic Buyer
3913,527586,Christin Beich,7,Periodic Buyer
10786,1509730,Jason Reeves,7,Periodic Buyer
8572,1218776,Charles Huntington,7,Periodic Buyer
3910,527409,Frank Bauer,7,Periodic Buyer
2998,402983,Laura Nacht,7,Periodic Buyer
2956,398056,Daniel Runyon,7,Periodic Buyer
1678,233698,Trudy Riley,7,Periodic Buyer
12008,1669695,Joseph Hebron,7,Periodic Buyer
6339,877812,Gijsbertha van Ginneken,7,Periodic Buyer
4374,588045,Andrea Schultheiss,7,Periodic Buyer
4376,588122,Daniel Schroder,7,Periodic Buyer
12693,1755781,Jaime Madrigal,7,Periodic Buyer
8393,1193695,Jonathan Nelson,7,Periodic Buyer
10890,1524756,Leanna Bosco,7,Periodic Buyer
8396,1194367,Cerys Dunn,7,Periodic Buyer
1734,240527,Hailey Matthews,7,Periodic Buyer
8402,1195913,Jasmine Haynes,7,Periodic Buyer
12044,1675004,Matthew Toney,7,Periodic Buyer
13920,1923443,Liv Koch,7,Periodic Buyer
3944,531153,Nadine Gärtner,7,Periodic Buyer
1712,238678,Antonio Petersen,7,Periodic Buyer
4389,590232,Phillipp Furst,7,Periodic Buyer
1680,233855,Donald Smith,7,Periodic Buyer
6330,876841,Indi Sanderse,7,Periodic Buyer
6329,876718,Anna Altena,7,Periodic Buyer
6328,876685,Lotje Hermelink,7,Periodic Buyer
6325,876113,Hillechien van de Ree,7,Periodic Buyer
8466,1203623,Corina Ralph,7,Periodic Buyer
2937,395197,Sean Waddell,7,Periodic Buyer
1690,235133,Tamela Moran,7,Periodic Buyer
8480,1206011,Angela Williams,7,Periodic Buyer
1686,234726,Rebecca Carl,7,Periodic Buyer
10833,1516885,Linda Davis,7,Periodic Buyer
2948,396969,Ethel Donovan,7,Periodic Buyer
2949,397223,Clifford Glover,7,Periodic Buyer
12010,1669745,James Anderson,7,Periodic Buyer
8576,1219391,Oscar Sullivan,7,Periodic Buyer
239,36112,Emma Gepp,7,Periodic Buyer
10719,1501073,Hilda Young,7,Periodic Buyer
1554,216267,Jerry Tran,7,Periodic Buyer
10738,1502837,Beverly Jarvis,7,Periodic Buyer
10734,1502480,Deborah Nelson,7,Periodic Buyer
1550,215878,David Hill,7,Periodic Buyer
14407,1984624,Sharon Dodson,7,Periodic Buyer
8690,1235071,George Gardner,7,Periodic Buyer
11443,1592930,Derrick Quarles,7,Periodic Buyer
15069,2074996,Tereza Mayerová,7,Periodic Buyer
6099,844474,Wisse Prinsen,7,Periodic Buyer
3053,410114,Yvonne Biermann,7,Periodic Buyer
10720,1501127,Florence Thrasher,7,Periodic Buyer
12797,1770021,Anette Hobson,7,Periodic Buyer
11986,1667349,Robin Tillison,7,Periodic Buyer
14404,1983692,Sander Andreasen,7,Periodic Buyer
11980,1666650,Lawrence Hogan,7,Periodic Buyer
10710,1499604,Richard Green,7,Periodic Buyer
1525,212281,Lillie Seidl,7,Periodic Buyer
13870,1916927,Janina Toledo,7,Periodic Buyer
3065,411596,Melanie Traugott,7,Periodic Buyer
3889,524848,Mathias Herz,7,Periodic Buyer
10708,1499317,Harry Henson,7,Periodic Buyer
14421,1986204,Tanja Kilpeläinen,7,Periodic Buyer
12808,1771430,Michael Gies,7,Periodic Buyer
8770,1245017,Dennis Jones,7,Periodic Buyer
1507,210538,Joe Burton,7,Periodic Buyer
12815,1772543,Tanesha Stewart,7,Periodic Buyer
12778,1767377,Richard Allen,7,Periodic Buyer
8683,1234478,Glynda Lee,7,Periodic Buyer
1622,224434,Ora Cousins,7,Periodic Buyer
8632,1228544,Janice Bateman,7,Periodic Buyer
10777,1507926,Aimee Wong,7,Periodic Buyer
8598,1223270,Dale Samaniego,7,Periodic Buyer
13883,1918687,Ione Garrido,7,Periodic Buyer
6200,858132,Leontine Wiegman,7,Periodic Buyer
8604,1224444,Donna Thompson,7,Periodic Buyer
15089,2076862,Damian Nilsen,7,Periodic Buyer
12001,1668853,Gladys Johnson,7,Periodic Buyer
11432,1592095,Sherri Dalton,7,Periodic Buyer
13880,1918233,Stefania Becerra,7,Periodic Buyer
14393,1982762,Asta Kruse,7,Periodic Buyer
8631,1228187,Dianne Avalos,7,Periodic Buyer
6189,856705,Atakan Blik,7,Periodic Buyer
3019,405017,Julia Achen,7,Periodic Buyer
8681,1234186,Lilia Dickey,7,Periodic Buyer
8636,1229112,Jill Shelton,7,Periodic Buyer
4472,604553,Philip Sanschagrin,7,Periodic Buyer
3902,526411,Lukas Krueger,7,Periodic Buyer
8653,1230732,Albert Pereyra,7,Periodic Buyer
3027,406079,Dennis Abend,7,Periodic Buyer
10746,1504078,Mark Wall,7,Periodic Buyer
3667,494472,Annett Muller,7,Periodic Buyer
14400,1983228,Zrina Ilic,7,Periodic Buyer
8672,1233629,John Delaney,7,Periodic Buyer
12768,1765915,James Perez,7,Periodic Buyer
10743,1503640,Andrew Usrey,7,Periodic Buyer
8676,1233842,William Harrison,7,Periodic Buyer
4369,587649,Kristin Oster,7,Periodic Buyer
4912,667669,Donatien de Brisay,7,Periodic Buyer
6507,902878,Mohammad Barrett,7,Periodic Buyer
1780,244921,Benjamin Weaver,7,Periodic Buyer
4360,585968,Ulrike Braun,7,Periodic Buyer
13949,1927276,Christopher Booth,7,Periodic Buyer
13933,1924903,Belona Alonso,7,Periodic Buyer
4345,584350,Kathrin Maurer,7,Periodic Buyer
8332,1183039,Max Mitchell,7,Periodic Buyer
8215,1163647,Eleanor Brennan,7,Periodic Buyer
12684,1754573,Lewis Rountree,7,Periodic Buyer
2827,381830,David Franklin,7,Periodic Buyer
2830,382095,Sarah Riser,7,Periodic Buyer
6529,906967,Bradley Greenwood,7,Periodic Buyer
8335,1184122,Muhammad Gough,7,Periodic Buyer
14312,1971893,Piia-Noora Sihvonen,7,Periodic Buyer
8292,1175311,Lara Gill,7,Periodic Buyer
14311,1971820,Barbara Bachmeier,7,Periodic Buyer
10902,1525958,Mae Bowers,7,Periodic Buyer
6417,888301,Hillary Lewis,7,Periodic Buyer
11400,1588449,Wanda Lubbers,7,Periodic Buyer
8330,1182299,Imogen Howarth,7,Periodic Buyer
1825,250884,Kyle Askins,7,Periodic Buyer
10955,1532276,Toni Helms,7,Periodic Buyer
8225,1164661,William Sutton,7,Periodic Buyer
8295,1175873,Max O'Connor,7,Periodic Buyer
2821,381188,Albert Hood,7,Periodic Buyer
12088,1680415,Jesus Ramirez,7,Periodic Buyer
4363,586087,Susanne Amsel,7,Periodic Buyer
12084,1679789,Val Poole,7,Periodic Buyer
1800,247866,Michael Faught,7,Periodic Buyer
12658,1751015,George Nixon,7,Periodic Buyer
13473,1863578,Marivel Eberhart,7,Periodic Buyer
6453,892838,Ariën van Aggelen,7,Periodic Buyer
6452,892786,Frida Welman,7,Periodic Buyer
1793,246888,Joseph Bryant,7,Periodic Buyer
13471,1863297,Scot Johnson,7,Periodic Buyer
8325,1181812,Mason Long,7,Periodic Buyer
2825,381459,Patrick Foley,7,Periodic Buyer
8239,1167441,Cameron Barlow,7,Periodic Buyer
8340,1185043,Harvey Moran,7,Periodic Buyer
8366,1189396,Harry Holden,7,Periodic Buyer
2833,382347,Mary Monroe,7,Periodic Buyer
12676,1753601,Teresa Baxter,7,Periodic Buyer
13469,1862651,Stephanie Dudley,7,Periodic Buyer
8376,1190983,Sofia Pugh,7,Periodic Buyer
12680,1754312,Janet Luke,7,Periodic Buyer
14308,1971661,Elizabeth Malave,7,Periodic Buyer
12638,1749088,Jonathan Carbajal,7,Periodic Buyer
8190,1160065,Jodie Stanley,7,Periodic Buyer
6406,887036,Tjitse Spijkstra,7,Periodic Buyer
10968,1533906,Jodi Bolt,7,Periodic Buyer
3981,536409,Jana Engel,7,Periodic Buyer
6409,887462,Violetta van Megen,7,Periodic Buyer
4322,581404,Franziska Fischer,7,Periodic Buyer
1753,242897,Sherri Fray,7,Periodic Buyer
13954,1927946,Nicolas Rocha,7,Periodic Buyer
6410,887497,Zenna Lievers,7,Periodic Buyer
8193,1160610,Oliver Barton,7,Periodic Buyer
8254,1169886,Isabelle Turnbull,7,Periodic Buyer
13479,1864693,Susan McDonald,7,Periodic Buyer
8201,1161615,Dominic Sykes,7,Periodic Buyer
8350,1186890,Yasmin Giles,7,Periodic Buyer
1763,243543,Marta Ramm,7,Periodic Buyer
6543,908823,Alisha Green,7,Periodic Buyer
2791,377487,Francisco Alexander,7,Periodic Buyer
1854,254407,Herman Wiley,7,Periodic Buyer
12063,1677457,Todd Cully,7,Periodic Buyer
6391,884417,Christof Schaapman,7,Periodic Buyer
6548,909339,Thomas Bartlett,7,Periodic Buyer
6550,909530,Jonathan Lamb,7,Periodic Buyer
1754,242901,Allen Tran,7,Periodic Buyer
4679,633846,Rachelle Richard,6,Periodic Buyer
10183,1428214,Felix Ruffin,6,Periodic Buyer
13531,1870877,George Baca,6,Periodic Buyer
11240,1566742,Harvey Daniels,6,Periodic Buyer
11092,1546746,Milan Evans,6,Periodic Buyer
10626,1486980,Mack Bracamonte,6,Periodic Buyer
10397,1457500,Donald Hull,6,Periodic Buyer
11312,1577191,Charles Celaya,6,Periodic Buyer
10203,1430718,Sherry Holloway,6,Periodic Buyer
4173,562011,Sophia Kirsch,6,Periodic Buyer
10650,1489650,Albert Merritt,6,Periodic Buyer
13430,1858660,Avis Hunter,6,Periodic Buyer
11580,1610770,George Reed,6,Periodic Buyer
13470,1862990,Joyce Scott,6,Periodic Buyer
4166,560943,Daniela Koch,6,Periodic Buyer
10634,1488083,Cathy Holmes,6,Periodic Buyer
4875,662638,Manon Lang,6,Periodic Buyer
4878,662960,Laurent Quinn,6,Periodic Buyer
4246,571187,Stephanie Schulze,6,Periodic Buyer
11468,1595616,John Schendel,6,Periodic Buyer
11526,1604064,William Couture,6,Periodic Buyer
11029,1539414,Michelle McKenna,6,Periodic Buyer
11022,1538967,Richard Dingman,6,Periodic Buyer
11004,1537589,Edward Hunter,6,Periodic Buyer
10686,1496211,Rosemarie Raper,6,Periodic Buyer
13216,1827824,Rose Jones,6,Periodic Buyer
4523,610968,Luce Beausoleil,6,Periodic Buyer
4308,579757,Michelle Hahn,6,Periodic Buyer
13541,1872046,Randolph Epperly,6,Periodic Buyer
10421,1460974,Joan Webster,6,Periodic Buyer
4503,608957,Claude Adler,6,Periodic Buyer
10971,1534242,Robert Emrich,6,Periodic Buyer
10986,1535508,Bradley Wilson,6,Periodic Buyer
4505,609198,Jay Fremont,6,Periodic Buyer
10992,1536206,Aaron Pettit,6,Periodic Buyer
10996,1536966,Ricky Corbett,6,Periodic Buyer
11270,1571169,Nicholas Moore,6,Periodic Buyer
10665,1491817,Edith Condon,6,Periodic Buyer
11032,1539806,Shawn Harris,6,Periodic Buyer
11585,1611777,Patricia Thornton,6,Periodic Buyer
11090,1546540,Nancy Foret,6,Periodic Buyer
13533,1871157,Roger Young,6,Periodic Buyer
13409,1856221,Stephanie Moore,6,Periodic Buyer
13320,1842681,Hilda Weir,6,Periodic Buyer
10654,1490323,Lynette Carrington,6,Periodic Buyer
10410,1459686,Evan Bourassa,6,Periodic Buyer
4706,637682,Denis Chandonnet,6,Periodic Buyer
4302,579195,Christine Daecher,6,Periodic Buyer
10953,1532128,John Mackay,6,Periodic Buyer
10954,1532248,Kara Ramsey,6,Periodic Buyer
10657,1490808,Claude Martin,6,Periodic Buyer
13484,1865189,Joseph Mullins,6,Periodic Buyer
10658,1491175,Martine Engles,6,Periodic Buyer
11265,1570781,Marianne Shaw,6,Periodic Buyer
4906,667014,Cécile Corbeil,6,Periodic Buyer
4452,601099,Beltane Duperré,6,Periodic Buyer
10602,1484484,Judy Willoughby,6,Periodic Buyer
4810,651767,Aloin Dandonneau,6,Periodic Buyer
11196,1560587,Cornelius Stewart,6,Periodic Buyer
4390,590386,Tom Schiffer,6,Periodic Buyer
10848,1518651,Eric McBride,6,Periodic Buyer
13265,1834579,Walker Bell,6,Periodic Buyer
13517,1869336,Carmen Simons,6,Periodic Buyer
10338,1450286,Beulah Rodriguez,6,Periodic Buyer
10419,1460919,Alicia Steverson,6,Periodic Buyer
10845,1518136,June Franco,6,Periodic Buyer
11160,1556134,Julie Kear,6,Periodic Buyer
10208,1431209,Crystal Ball,6,Periodic Buyer
10301,1443682,James Quick,6,Periodic Buyer
4609,623892,Aymon Beaulieu,6,Periodic Buyer
10844,1517872,Cecilia Jones,6,Periodic Buyer
10835,1517088,Allison Gerdes,6,Periodic Buyer
10474,1467046,Robert Schlegel,6,Periodic Buyer
10832,1516646,Amanda Jones,6,Periodic Buyer
13292,1838833,Graham Fouche,6,Periodic Buyer
11506,1601287,Dennis Tindell,6,Periodic Buyer
4222,568160,Angelika Meister,6,Periodic Buyer
13266,1834801,Perry Walker,6,Periodic Buyer
10523,1473690,Elaine Arce,6,Periodic Buyer
10521,1473090,Charmaine Lynn,6,Periodic Buyer
10317,1447016,Lisa Feller,6,Periodic Buyer
10894,1525002,Gilda Girard,6,Periodic Buyer
11402,1588825,Alton Perkins,6,Periodic Buyer
13270,1835626,Dorothy Ward,6,Periodic Buyer
10315,1446473,Walter White,6,Periodic Buyer
13504,1867082,Robert Reagan,6,Periodic Buyer
11179,1558588,Joyce Cardiel,6,Periodic Buyer
11181,1558640,Meg Estrada,6,Periodic Buyer
10878,1523366,Lisa Pierce,6,Periodic Buyer
13269,1835506,Gina Tabb,6,Periodic Buyer
4642,628139,Holly Pariseau,6,Periodic Buyer
10507,1471544,Jennie Britt,6,Periodic Buyer
11493,1599863,Christine Braud,6,Periodic Buyer
4618,625005,Harbin Duffet,6,Periodic Buyer
10874,1522843,Kimberly McClure,6,Periodic Buyer
11408,1589664,Jim Jackson,6,Periodic Buyer
10515,1472632,Jeremy Doe,6,Periodic Buyer
11540,1605807,Elizabeth Davis,6,Periodic Buyer
10827,1515621,Mark Fulton,6,Periodic Buyer
13342,1846325,Michael Montenegro,6,Periodic Buyer
4667,632752,Fleur Paré,6,Periodic Buyer
11227,1564826,Jackie Davis,6,Periodic Buyer
4188,564321,Katharina Gerber,6,Periodic Buyer
11132,1551066,James Ramos,6,Periodic Buyer
4568,619018,Patience Courtemanche,6,Periodic Buyer
10455,1465283,Robert Weinberg,6,Periodic Buyer
10223,1432907,Walter Clifford,6,Periodic Buyer
11126,1550559,Melanie Sliger,6,Periodic Buyer
4356,585500,Doreen Richter,6,Periodic Buyer
4853,659008,Sargent Guay,6,Periodic Buyer
11320,1578249,Cora Moss,6,Periodic Buyer
11318,1577700,James Craft,6,Periodic Buyer
13306,1841513,Sharon Carter,6,Periodic Buyer
13238,1830633,Daniel Adame,6,Periodic Buyer
4675,633448,Orane Vallée,6,Periodic Buyer
4284,577201,Antje Köhler,6,Periodic Buyer
11234,1566037,Michele Robinson,6,Periodic Buyer
