,CustomerKey,Name,Birthday,OrderCount,CustomerOrderingType
1311,185061,Lincoln Ogilvie,1984-09-03,1,VIP Customer
1312,185062,Jai Baynes,1957-06-11,1,VIP Customer
1313,185180,Grace Michie,1992-07-20,10,Periodic Buyer
1314,185313,Matthew Swanton,1941-04-23,1,VIP Customer
1315,185409,Bethany Tracy,1988-08-21,2,VIP Customer
1316,185572,Logan Bradfield,1991-02-18,1,VIP Customer
1317,185945,Alex Bracy,1987-07-01,1,VIP Customer
1318,186136,Gabriel Blakey,1965-01-12,3,VIP Customer
1319,186193,Ashley Foran,1957-07-16,1,VIP Customer
1320,186266,Alexis Knorr,1959-08-04,1,VIP Customer
1321,186331,Mikayla Stephens,1972-07-22,1,VIP Customer
1322,186385,Nathan Wallen,1974-01-30,1,VIP Customer
1323,186467,David Carter,1999-01-05,1,VIP Customer
1324,186547,Rachel Latham,1982-09-19,1,VIP Customer
1325,186576,Erin Mackersey,1991-05-28,1,VIP Customer
1326,186798,Sophie Chaffey,1953-12-13,3,VIP Customer
1327,186894,Stella Brookfield,1948-02-09,13,Loyal Customer
1328,186985,Dean Backhouse,1988-02-07,3,VIP Customer
1329,187048,Lucinda Glynn,1945-05-22,1,VIP Customer
1330,187209,Hayley Bethune,1950-09-23,1,VIP Customer
1331,187301,Jai Hollick,1996-03-27,3,VIP Customer
1332,187349,Mariam Trollope,1987-09-28,3,VIP Customer
1333,187354,Ava Flockhart,1947-01-18,1,VIP Customer
1334,187544,Ebony Fizelle,1969-06-15,1,VIP Customer
1335,187569,Rory Leibius,1976-11-09,1,VIP Customer
1336,187653,Makayla Hassall,1973-12-25,8,Periodic Buyer
1337,187750,Amelie Roth,1973-05-21,6,Periodic Buyer
1338,187840,Leah Onians,1967-02-20,1,VIP Customer
1339,188311,Angus Larra,1963-09-05,2,VIP Customer
1340,188404,Piper Whinham,1959-01-14,5,Periodic Buyer
1341,188670,Dominic Finn,1987-06-15,4,VIP Customer
1342,188712,Brianna McClelland,1962-04-07,2,VIP Customer
1343,189058,Claudia Horder,1987-12-01,1,VIP Customer
1344,189113,Ava Colebe,1979-11-27,1,VIP Customer
1345,189271,Finn Braund,1988-01-14,1,VIP Customer
1346,189414,Charlotte Todd,1983-08-08,4,VIP Customer
1347,189459,Alexandra Grainger,1948-08-22,3,VIP Customer
1348,190347,Matilda Brodney,1963-05-21,1,VIP Customer
1349,190744,Thomas Seekamp,1990-08-08,1,VIP Customer
1350,190747,Alana Van Raalte,1959-07-30,1,VIP Customer
1351,190882,Kate Berrick,1940-01-20,7,Periodic Buyer
1352,190919,Finn Partridge,1978-02-02,5,Periodic Buyer
1353,190944,Sofia Thornton,1951-10-12,9,Periodic Buyer
1354,191211,Dakota Goldhar,1981-11-04,5,Periodic Buyer
1355,191655,Nicholas Leach,1960-10-23,1,VIP Customer
1356,191711,Sean Strzelecki,1967-04-16,4,VIP Customer
1357,191936,Savannah Dove,1959-08-04,1,VIP Customer
1358,191938,Phoebe Hogarth,1989-12-23,1,VIP Customer
1359,191968,Phoebe Sandes,1972-09-03,1,VIP Customer
1360,192139,Harry Barnes,1990-06-27,4,VIP Customer
1361,192200,Kai Rennie,1972-12-04,7,Periodic Buyer
1362,192287,Rebecca Mairinger,2001-07-09,1,VIP Customer
1363,192425,Michael Casey,1958-09-12,6,Periodic Buyer
1364,192428,Elijah Abel,1962-08-08,4,VIP Customer
1365,192436,Tahlia Patten,1970-11-04,1,VIP Customer
1366,192466,Keira Bloodsworth,1957-04-26,3,VIP Customer
1367,192735,Claudia Prentice,1959-12-20,1,VIP Customer
1368,193216,Hamish Bettington,1998-11-05,1,VIP Customer
1369,193222,Eve Ackman,1976-12-01,1,VIP Customer
1370,193251,Benjamin Law,1956-02-11,1,VIP Customer
1371,193284,Rebecca Peel,1967-12-29,1,VIP Customer
1372,193445,Matthew Lemberg,1982-08-13,2,VIP Customer
1373,193458,Keira Heap,1974-05-15,2,VIP Customer
1374,193563,Aidan Kable,1936-01-23,1,VIP Customer
1375,193847,Jasper Gocher,1950-06-27,2,VIP Customer
1376,193929,Elijah Mullen,1937-01-25,3,VIP Customer
1377,194226,Kayla Cleland,1939-02-04,5,Periodic Buyer
1378,194279,Ava Barlee,1945-08-05,1,VIP Customer
1379,194359,Beau Jenkins,1964-07-03,6,Periodic Buyer
1380,194450,Mary Morell,1986-12-13,1,VIP Customer
1381,194510,Dylan Saltau,1959-10-31,2,VIP Customer
1382,194617,Ethan Howe,1988-11-05,1,VIP Customer
1383,194692,Ellie McBride,1979-07-21,1,VIP Customer
1384,195133,Evie O'Toole,1975-10-15,1,VIP Customer
1385,195521,Mitchell Saville,1977-05-24,5,Periodic Buyer
1386,195613,Sofia Rayment,1988-12-23,1,VIP Customer
1387,195925,Tristan Farthing,2001-09-03,1,VIP Customer
1388,196161,Emma Marryat,1979-03-28,1,VIP Customer
1389,196288,Stella Cardell,1968-12-17,6,Periodic Buyer
1390,196331,Julian Schomburgk,1989-07-18,3,VIP Customer
1391,196383,Brooke Lovell,1960-03-30,1,VIP Customer
1392,196800,Jaxon Connolly,1968-12-19,1,VIP Customer
1393,196833,Erin Christmas,1935-08-07,1,VIP Customer
1394,196921,Emily Beaumont,1971-10-12,7,Periodic Buyer
1395,196946,Alannah Castleton,1946-02-28,1,VIP Customer
1396,197044,Mariam Christison,1989-11-20,1,VIP Customer
1397,197088,Thomas Jersey,1992-08-30,7,Periodic Buyer
1398,197125,Madeline Bowmaker,1983-02-14,1,VIP Customer
1399,197192,Jackson Goodisson,1956-07-15,3,VIP Customer
1400,197212,Sophia Paschke,1938-04-30,4,VIP Customer
1401,197555,Riley Margarot,1948-09-12,1,VIP Customer
1402,197655,Charlotte Ennor,1953-01-15,1,VIP Customer
1403,197730,Eliza Jenks,1967-04-28,1,VIP Customer
1404,197750,Sophie Narelle,1959-09-17,1,VIP Customer
1405,198019,Marcus Forsyth,1961-04-05,1,VIP Customer
1406,198128,Amelia Guy,1974-10-10,4,VIP Customer
1407,198616,Mary Leal,1987-11-14,1,VIP Customer
1408,198627,Aidan Grimley,1952-02-23,1,VIP Customer
1409,198667,Harrison Cranswick,1968-12-13,1,VIP Customer
1410,198716,Alex Macdowell,1992-11-13,2,VIP Customer
1411,198819,Hayley Higgins,1947-04-08,1,VIP Customer
1412,199016,Isabelle Mussen,1979-06-21,1,VIP Customer
1413,199120,Kayla Niven,1977-11-17,6,Periodic Buyer
1414,199251,Connor Cani,1973-05-31,1,VIP Customer
1415,199288,Madison Hartung,1955-09-20,2,VIP Customer
1416,199409,Zara Wentworth-Shields,1992-04-08,1,VIP Customer
1417,199538,Summer Jefferies,1951-06-15,1,VIP Customer
1418,199559,Jordan Proctor,1947-08-23,1,VIP Customer
1419,199641,Lachlan Dennis,1953-12-10,1,VIP Customer
1420,200079,Alex Barlow,1986-07-09,1,VIP Customer
1421,200208,Sophie Fagan,1962-09-17,9,Periodic Buyer
1422,200370,Paul Maurice,1987-10-07,4,VIP Customer
1423,200631,Velma Meier,1968-03-14,1,VIP Customer
1424,200688,John Waddle,1969-10-28,1,VIP Customer
1425,200727,Joe Demoss,1956-08-27,7,Periodic Buyer
1426,200751,Denise Nazario,1946-07-16,1,VIP Customer
1427,200765,Dennis Hull,1998-02-02,1,VIP Customer
1428,200786,William McDonald,1970-08-08,1,VIP Customer
1429,200860,Debra Reyes,1980-09-01,1,VIP Customer
1430,200903,Pamella Gordon,1987-01-24,1,VIP Customer
1431,200992,Perry Maclennan,1974-03-29,1,VIP Customer
1432,201086,Gerald Tran,1998-03-11,1,VIP Customer
1433,201299,Jesus Boyd,1957-12-01,11,Loyal Customer
1434,201664,Nathan Hall,1949-11-22,9,Periodic Buyer
1435,201709,Cora Nelson,1963-08-13,2,VIP Customer
1436,201728,Janet Bowling,1962-12-02,2,VIP Customer
1437,201832,Robert Knoll,1990-10-05,1,VIP Customer
1438,201865,Cindy Souza,1954-05-16,7,Periodic Buyer
1439,202220,Helen Martin,1942-06-20,5,Periodic Buyer
1440,202290,Mildred Davis,2000-10-13,7,Periodic Buyer
1441,202552,Georgina McInnis,1939-02-21,2,VIP Customer
1442,202578,Wendy Wilson,2001-11-03,1,VIP Customer
1443,202626,Chet Hurley,1957-02-12,2,VIP Customer
1444,202929,Christopher Alfaro,1991-07-20,1,VIP Customer
1445,203076,Mark Burton,1937-11-20,1,VIP Customer
1446,203191,Derek Ditto,1999-12-14,8,Periodic Buyer
1447,203708,Maria Lindberg,1966-08-29,1,VIP Customer
1448,203836,Lucille Jackson,1943-01-27,6,Periodic Buyer
1449,203863,Lance Morales,1949-10-06,1,VIP Customer
1450,203916,Robert Dearing,1957-01-09,2,VIP Customer
1451,203957,Katherine Brown,1942-11-16,1,VIP Customer
1452,204030,Billy Caldwell,1994-09-23,1,VIP Customer
1453,204136,Helen Williams,1995-07-08,10,Periodic Buyer
1454,204149,Jonathon Moore,1943-05-20,3,VIP Customer
1455,204378,William Johnson,1990-12-15,1,VIP Customer
1456,204419,Ted Camden,1995-01-08,1,VIP Customer
1457,204488,Diana Scheid,1950-09-13,2,VIP Customer
1458,204502,Bert Smith,1945-01-13,4,VIP Customer
1459,204556,Darlene Watson,1984-03-19,1,VIP Customer
1460,204792,Jamie Barbera,1989-11-07,1,VIP Customer
1461,205035,Thomas Gonzalez,1965-10-28,1,VIP Customer
1462,205077,Kathryn Mills,1974-12-04,11,Loyal Customer
1463,205194,Angelo Allison,1972-05-06,2,VIP Customer
1464,205333,Judith Lutz,1987-10-31,9,Periodic Buyer
1465,205476,Martha Edwards,1950-03-21,9,Periodic Buyer
1466,205480,Donald Sadler,1976-05-13,1,VIP Customer
1467,205510,Stephanie Lemaire,1939-05-02,4,VIP Customer
1468,205762,Lenora Wong,1990-05-08,5,Periodic Buyer
1469,205862,Thomas Marshall,1998-08-06,5,Periodic Buyer
1470,205955,Debbie Schroeder,1988-02-29,2,VIP Customer
1471,206055,Stanley Evers,1972-05-08,1,VIP Customer
1472,206133,Pat Perry,1986-05-20,3,VIP Customer
1473,206185,Norma Herman,2001-10-17,5,Periodic Buyer
1474,206369,Eva Saunders,1986-08-06,1,VIP Customer
1475,206407,Joel Burgess,1946-10-15,1,VIP Customer
1476,206450,Sue Devlin,1942-01-02,1,VIP Customer
1477,206717,Robert Hannah,1997-06-01,1,VIP Customer
1478,206956,Edwin McCoy,1973-11-17,1,VIP Customer
1479,207200,Joel Tobias,1954-11-04,4,VIP Customer
1480,207476,Alex Stringfellow,2000-07-14,4,VIP Customer
1481,207552,Amber Jenkins,1969-04-01,5,Periodic Buyer
1482,207775,Antonio Lancaster,1962-12-26,1,VIP Customer
1483,207855,Manuel Holland,1998-11-21,2,VIP Customer
1484,207996,Robert Lloyd,1949-02-19,1,VIP Customer
1485,208037,Jeff Allen,1946-01-26,3,VIP Customer
1486,208195,Jill Schwan,1980-12-25,2,VIP Customer
1487,208556,Bernard Fenske,1979-08-14,2,VIP Customer
1488,208682,Rebecca Smith,1958-10-11,4,VIP Customer
1489,208720,Mary Elliott,1992-09-11,3,VIP Customer
1490,208825,Annie Kruger,1957-02-07,4,VIP Customer
1491,208987,Jonathan Smith,1987-06-13,1,VIP Customer
1492,209171,Rosalyn Edwards,1974-07-14,7,Periodic Buyer
1493,209360,Virgina Gaston,1949-08-28,2,VIP Customer
1494,209529,Darrell Lazo,1989-12-18,4,VIP Customer
1495,209628,Dorothy Thomas,1984-05-17,1,VIP Customer
1496,209685,Carolyn Brandow,1981-03-09,1,VIP Customer
1497,209804,Madalene Mullins,1965-12-11,1,VIP Customer
1498,209872,Harriet Matthews,1977-12-08,2,VIP Customer
1499,209875,Timmy Hartsell,1939-03-23,1,VIP Customer
1500,209922,Lee Compton,1957-02-16,8,Periodic Buyer
1501,209990,Brandon Loyd,1975-12-23,7,Periodic Buyer
1502,210214,Patricia Bautista,1975-08-02,1,VIP Customer
1503,210267,Angela Reid,1943-11-09,4,VIP Customer
1504,210310,Jeremiah Griffiths,1942-02-24,5,Periodic Buyer
1505,210320,Steven Davin,1990-06-18,3,VIP Customer
1506,210469,Ryan Richards,1998-09-15,1,VIP Customer
1507,210538,Joe Burton,1951-08-26,7,Periodic Buyer
1508,210689,Douglas Bray,1967-10-01,3,VIP Customer
1509,210936,Rebecca Brothers,1950-06-21,2,VIP Customer
1510,210959,Rodney Shea,1971-05-21,1,VIP Customer
1511,211057,Katherine Colella,1971-04-22,2,VIP Customer
1512,211067,Milton Reeves,1988-11-02,3,VIP Customer
1513,211197,Violet Spink,1987-04-17,1,VIP Customer
1514,211214,Cora Booth,1953-10-24,2,VIP Customer
1515,211486,Willie Brito,1939-06-24,6,Periodic Buyer
1516,211740,Lisa O'Donnell,1951-04-09,9,Periodic Buyer
1517,211746,Matthew Seiler,1947-06-14,11,Loyal Customer
1518,211809,Alexander Norman,1945-12-03,10,Periodic Buyer
1519,211855,William Fajardo,1957-08-10,4,VIP Customer
1520,211862,Robin Rosario,1961-01-31,1,VIP Customer
1521,211938,Wanda Hacker,1994-04-16,1,VIP Customer
1522,211976,Daniel Miller,1974-02-03,1,VIP Customer
1523,212119,Erica May,1966-07-28,2,VIP Customer
1524,212167,Gary Devault,1987-09-25,4,VIP Customer
1525,212281,Lillie Seidl,1953-01-02,7,Periodic Buyer
1526,212385,Magdalen Baldwin,1951-04-08,6,Periodic Buyer
1527,212807,Michelle Schwartz,1993-01-11,4,VIP Customer
1528,212881,Doris Coleman,1959-05-31,5,Periodic Buyer
1529,213157,Thomas Knox,1949-05-10,2,VIP Customer
1530,213183,Kim Bowerman,1941-02-14,1,VIP Customer
1531,213261,Norman Loy,1977-01-13,1,VIP Customer
1532,213262,Mary Ulmer,1957-10-17,1,VIP Customer
1533,213636,Peter Yoder,1983-03-10,3,VIP Customer
1534,213787,Linda Hathaway,1939-04-10,1,VIP Customer
1535,213806,Patsy Underwood,1937-12-12,10,Periodic Buyer
1536,213892,Noel Wright,1948-12-08,1,VIP Customer
1537,213985,Marty Torrey,1958-08-19,6,Periodic Buyer
1538,214969,Jeff Sacco,1952-03-13,4,VIP Customer
1539,215067,Ronald Cherry,1949-12-18,4,VIP Customer
1540,215139,Edward Stroman,1953-09-20,6,Periodic Buyer
1541,215236,Marlene Blume,1972-08-11,1,VIP Customer
1542,215309,Leslie Cosgrove,1994-06-27,1,VIP Customer
1543,215351,Charlotte Ford,1999-06-25,2,VIP Customer
1544,215385,Cindy Grego,1941-02-13,1,VIP Customer
1545,215523,Rebecca Turpen,1964-07-02,2,VIP Customer
1546,215548,Marie Tripp,1940-10-27,1,VIP Customer
1547,215600,Jeffrey McIntosh,1981-12-09,5,Periodic Buyer
1548,215613,Valery Prim,1985-08-12,1,VIP Customer
1549,215852,Amber Diaz,2001-05-08,1,VIP Customer
1550,215878,David Hill,1993-05-02,7,Periodic Buyer
1551,215895,Louise Leffel,1974-06-17,9,Periodic Buyer
1552,215948,Fredrick Davis,1956-06-09,4,VIP Customer
1553,215955,Rita Carr,1991-07-25,1,VIP Customer
1554,216267,Jerry Tran,1966-12-29,7,Periodic Buyer
1555,216372,Patti Billings,1942-11-13,4,VIP Customer
1556,216389,Herbert Marquez,1941-08-31,1,VIP Customer
1557,216458,Dorothy Fox,1975-11-29,1,VIP Customer
1558,216550,William Palacios,1963-05-29,9,Periodic Buyer
1559,216767,Tamela Teague,1995-06-17,1,VIP Customer
1560,216806,Kathleen Wilson,1946-12-25,1,VIP Customer
1561,216812,Beau Christie,1937-02-06,2,VIP Customer
1562,217000,Leah Price,1973-01-18,2,VIP Customer
1563,217020,Theresa Williams,1948-04-26,2,VIP Customer
1564,217102,Robert Wheeler,1950-05-21,4,VIP Customer
1565,217405,Florence Beasley,1954-07-05,3,VIP Customer
1566,217424,John Ross,1937-04-14,4,VIP Customer
1567,217725,Robert Newsome,1952-12-06,1,VIP Customer
1568,217762,Mellisa Segal,1982-02-18,6,Periodic Buyer
1569,217859,Shanon Spencer,1956-04-29,1,VIP Customer
1570,217910,Arthur Messina,1979-12-08,10,Periodic Buyer
1571,218186,Joseph Lilley,1980-11-21,1,VIP Customer
1572,218278,Cheryl Hess,1968-12-01,3,VIP Customer
1573,218298,Gary Addington,1951-11-08,6,Periodic Buyer
1574,218530,Doreen Golla,1983-05-12,3,VIP Customer
1575,218565,Antonio Balderas,1967-02-05,1,VIP Customer
1576,218678,Howard Leong,1995-07-27,1,VIP Customer
1577,218961,Frank Storer,1973-07-12,6,Periodic Buyer
1578,219073,Jewel Shaw,1944-08-16,3,VIP Customer
1579,219098,John Beavers,1969-05-27,3,VIP Customer
1580,219394,Tracey James,1996-10-14,1,VIP Customer
1581,219411,Jeffery Hale,1997-11-15,2,VIP Customer
1582,219561,Lourdes Tenney,1995-10-10,1,VIP Customer
1583,219940,Vicky Cramer,1956-05-09,2,VIP Customer
1584,219959,Clara Hall,1941-09-09,11,Loyal Customer
1585,220034,Gary Garvey,1970-02-16,3,VIP Customer
1586,220324,Michele Zazueta,1936-11-21,2,VIP Customer
1587,220411,Florence Goldstein,1961-04-23,3,VIP Customer
1588,220463,Tracey Wenzel,1947-05-08,5,Periodic Buyer
1589,220519,Jodi Hernandez,2001-11-26,10,Periodic Buyer
1590,220543,Amanda Jones,1967-06-01,3,VIP Customer
1591,220612,Manuel Reed,1966-11-07,4,VIP Customer
1592,220723,James Albee,1995-06-21,8,Periodic Buyer
1593,220755,Stuart Stanley,1974-12-07,4,VIP Customer
1594,220756,Patty Rush,1937-07-25,1,VIP Customer
1595,220775,Amber Quinn,1974-10-02,1,VIP Customer
1596,220902,Archie Wilson,1941-04-21,2,VIP Customer
1597,221062,George Gray,1962-08-17,4,VIP Customer
1598,221326,William Speier,1942-12-20,5,Periodic Buyer
1599,221410,Darrell Cheatham,1995-03-20,9,Periodic Buyer
1600,221602,Rebecca Johnson,1977-05-01,2,VIP Customer
1601,221684,Tiffany Spears,1947-01-05,1,VIP Customer
1602,221851,Trevor Speirs,1977-10-17,1,VIP Customer
1603,221924,Aimee Pemberton,1955-01-05,1,VIP Customer
1604,222287,Sharon Billings,1954-07-04,6,Periodic Buyer
1605,222512,Levi Nelson,1962-07-25,1,VIP Customer
1606,222611,John Wooden,1961-07-20,1,VIP Customer
1607,222617,Michael Nelson,1958-05-02,2,VIP Customer
1608,222659,Tobias Spellman,2000-06-13,1,VIP Customer
1609,222847,Leo Pratt,1973-02-25,2,VIP Customer
1610,222999,Marva Silvestre,1953-07-30,2,VIP Customer
1611,223081,Carolyn Garrett,1987-05-08,2,VIP Customer
1612,223142,James Gray,1961-06-29,1,VIP Customer
1613,223555,Frances Poole,1998-05-29,4,VIP Customer
1614,223761,Bruno William,1954-01-07,15,Loyal Customer
1615,223904,Sanjuana Harkness,1945-05-19,2,VIP Customer
1616,224035,Luke Lever,1976-03-10,11,Loyal Customer
1617,224111,Irene Cardoza,1977-10-14,24,Loyal Customer
1618,224376,Ronald Rey,1977-01-04,3,VIP Customer
1619,224398,Maria Leon,1989-03-19,1,VIP Customer
1620,224416,Debra Murray,1969-08-23,4,VIP Customer
1621,224418,Jessica Napier,1990-10-05,4,VIP Customer
1622,224434,Ora Cousins,1968-11-02,7,Periodic Buyer
1623,224535,Odell Dennis,1954-01-26,1,VIP Customer
1624,224588,Margaret Sims,1971-07-02,1,VIP Customer
1625,225285,Doug Anderson,1950-08-16,2,VIP Customer
1626,225593,Josephine Gregg,1986-01-03,1,VIP Customer
1627,225634,Dawn Wagaman,1954-12-21,1,VIP Customer
1628,225768,Paul Towle,1944-08-30,4,VIP Customer
1629,226013,Pablo Olmos,1955-08-10,5,Periodic Buyer
1630,226220,Monty Harris,1992-11-02,12,Loyal Customer
1631,226367,Sam Martin,1991-09-15,1,VIP Customer
1632,226576,Anthony Cox,1952-10-20,7,Periodic Buyer
1633,226740,David Hayes,1986-11-17,5,Periodic Buyer
1634,226833,Darryl Gibson,1990-02-18,9,Periodic Buyer
1635,227116,Steven Meier,1955-07-18,4,VIP Customer
1636,227281,Mark Ratcliff,1964-09-10,6,Periodic Buyer
1637,227338,Ida Moore,1977-10-31,4,VIP Customer
1638,227416,Michael Hicks,2000-07-23,1,VIP Customer
1639,227564,Sean Clements,1976-02-27,4,VIP Customer
1640,227565,John Pointer,1971-08-09,5,Periodic Buyer
1641,227646,Leroy Flatt,1939-07-31,10,Periodic Buyer
1642,227654,Glenn Brown,1958-04-27,1,VIP Customer
1643,227656,Elizabeth Landers,1997-04-09,5,Periodic Buyer
1644,227898,Michael Marks,1976-01-08,10,Periodic Buyer
1645,227946,Kim Lee,1998-03-27,4,VIP Customer
1646,228402,Lenora Barrett,1971-06-22,6,Periodic Buyer
1647,228413,Brian Alderman,1954-05-15,4,VIP Customer
1648,228792,Judy Young,1946-12-14,5,Periodic Buyer
1649,228850,James McCauley,1937-12-24,1,VIP Customer
1650,229084,Philip Dotson,1994-04-22,1,VIP Customer
1651,229104,Melissa Barrera,1966-01-03,1,VIP Customer
1652,229136,Charles Molina,1947-11-25,1,VIP Customer
1653,229251,Douglas Williams,1970-01-17,3,VIP Customer
1654,229286,Annamarie Rodriguez,1980-12-10,1,VIP Customer
1655,229582,Peter Price,1945-10-29,8,Periodic Buyer
1656,229838,Annette Martinez,1980-04-03,4,VIP Customer
1657,229939,Kathleen Curtis,1957-04-27,3,VIP Customer
1658,229949,Brian Watson,1955-07-22,8,Periodic Buyer
1659,229987,Kristina Callahan,1953-01-05,1,VIP Customer
1660,230391,Cynthia Kerlin,1942-09-06,9,Periodic Buyer
1661,230405,Jeff Collins,1991-07-25,3,VIP Customer
1662,230457,Andrew Lachapelle,1992-04-26,1,VIP Customer
1663,230521,Melvin Cameron,1947-05-08,3,VIP Customer
1664,230598,Thomas Bates,1940-03-02,3,VIP Customer
1665,230779,Phyllis Studdard,1958-11-26,1,VIP Customer
1666,231898,Robert Embree,1968-12-17,4,VIP Customer
1667,231984,Kathryn Williams,1954-12-26,15,Loyal Customer
1668,231997,Harriet Ford,1960-10-04,3,VIP Customer
1669,232195,Michael Thompson,1993-07-04,1,VIP Customer
1670,232586,Christine Coppin,1961-06-18,3,VIP Customer
1671,232588,Nancy Fraser,1984-01-16,1,VIP Customer
1672,232740,Debra Moses,1984-05-05,2,VIP Customer
1673,232998,Beulah Potts,1982-04-02,3,VIP Customer
1674,233477,Martha Hamilton,2001-07-21,2,VIP Customer
1675,233565,Marilyn Harper,1989-04-24,3,VIP Customer
1676,233567,Blanca Gonyea,1971-08-12,1,VIP Customer
1677,233643,Latisha Paschal,1962-06-13,1,VIP Customer
1678,233698,Trudy Riley,2001-03-22,7,Periodic Buyer
1679,233728,Steven Stanhope,1999-01-26,1,VIP Customer
1680,233855,Donald Smith,1947-03-08,7,Periodic Buyer
1681,233904,William Bradley,1952-09-25,6,Periodic Buyer
1682,234326,Steven James,1962-07-03,5,Periodic Buyer
1683,234493,Harold Gonzalez,1989-06-17,1,VIP Customer
1684,234620,Daniel Braunstein,1941-11-06,1,VIP Customer
1685,234648,Kim Contreras,1995-10-18,5,Periodic Buyer
1686,234726,Rebecca Carl,1938-09-19,7,Periodic Buyer
1687,235050,James Webster,1973-10-04,2,VIP Customer
1688,235093,Isabella Pickett,1956-03-13,1,VIP Customer
1689,235116,Nathan Valentine,1952-08-23,1,VIP Customer
1690,235133,Tamela Moran,1955-05-29,7,Periodic Buyer
1691,235534,Mary Gaither,1959-05-14,5,Periodic Buyer
1692,235607,Jeanette Tejada,1959-09-26,1,VIP Customer
1693,235730,Ethel Harrison,1949-12-20,1,VIP Customer
1694,235891,Ethel Poss,1983-03-24,1,VIP Customer
1695,236161,Nicole Lewis,1967-10-06,4,VIP Customer
1696,236612,Johnathon Burleson,1964-10-12,12,Loyal Customer
1697,236812,Al Heslin,1970-11-23,1,VIP Customer
1698,236846,Anthony Jarvis,1940-03-06,1,VIP Customer
1699,236863,John Wright,1954-04-30,2,VIP Customer
1700,236974,Sandra Hollenbeck,1941-12-31,1,VIP Customer
1701,237000,George Brown,1938-03-01,1,VIP Customer
1702,237358,Mark Blair,1961-01-31,1,VIP Customer
1703,237541,James Dickey,1992-03-30,4,VIP Customer
1704,237557,Robin Hoover,1999-04-16,6,Periodic Buyer
1705,237725,Bryan Gonzalez,2001-12-01,6,Periodic Buyer
1706,237911,Jeremy Patrick,1947-10-18,1,VIP Customer
1707,238065,Joseph Adams,1981-01-15,5,Periodic Buyer
1708,238069,Alfred Garrett,1988-02-08,1,VIP Customer
1709,238385,Robert Malone,1938-09-09,1,VIP Customer
1710,238624,Daniel Hammer,1951-07-24,1,VIP Customer
1711,238625,Jeff Reynolds,1951-09-20,2,VIP Customer
1712,238678,Antonio Petersen,1971-01-07,7,Periodic Buyer
1713,238806,Karen Ford,1962-12-30,1,VIP Customer
1714,238820,David Fraire,1967-04-09,1,VIP Customer
1715,238986,Steven Flores,1996-04-10,1,VIP Customer
1716,239066,Carol Hoffman,1956-06-25,9,Periodic Buyer
1717,239126,Gary Jackson,1984-10-05,11,Loyal Customer
1718,239134,Nicholas Kelly,1973-06-04,6,Periodic Buyer
1719,239187,Viva Tocco,1958-11-11,3,VIP Customer
1720,239297,Kendra Scott,1983-09-29,1,VIP Customer
1721,239424,Randy King,1984-07-28,1,VIP Customer
1722,239502,Bernard Davis,1990-04-08,4,VIP Customer
1723,239571,Marie Tate,1935-06-05,19,Loyal Customer
1724,239647,Jane Matthews,1937-01-26,5,Periodic Buyer
1725,239934,Anthony Olsen,1993-07-03,1,VIP Customer
1726,239991,Wayne Chung,1951-04-21,6,Periodic Buyer
1727,240017,Nicole Lopez,1953-10-01,1,VIP Customer
1728,240085,Jena Lundy,1972-12-05,5,Periodic Buyer
1729,240328,Rose Fawcett,1942-07-07,4,VIP Customer
1730,240341,Gregory Morgan,1994-04-22,2,VIP Customer
1731,240344,Stephen Silcox,1994-08-10,1,VIP Customer
1732,240347,Beatrice Robinson,1978-05-24,4,VIP Customer
1733,240370,Ryan Coca,1963-11-12,3,VIP Customer
1734,240527,Hailey Matthews,1989-03-03,7,Periodic Buyer
1735,240595,Daniel Williamson,1978-12-18,4,VIP Customer
1736,240609,Connie Delgado,1984-01-25,1,VIP Customer
1737,240858,Harvey Ahmad,1966-09-09,1,VIP Customer
1738,241006,Carmella Kovach,1960-12-16,12,Loyal Customer
1739,241136,Jermaine Gardner,1966-04-24,1,VIP Customer
1740,241230,Della Calhoun,1964-11-08,14,Loyal Customer
1741,241365,Matthew Moncrief,2001-12-12,10,Periodic Buyer
1742,241436,Rickie Springer,1944-11-01,4,VIP Customer
1743,241450,James Knight,1958-04-20,4,VIP Customer
1744,241513,Heidi Powers,2001-04-28,6,Periodic Buyer
1745,241610,Blake Robinson,1941-02-03,3,VIP Customer
1746,241724,Misty Ball,1945-11-28,1,VIP Customer
1747,241760,Paul Guy,1998-03-10,6,Periodic Buyer
1748,241885,Tina Mock,1986-06-02,2,VIP Customer
1749,242098,Martin Clark,1952-01-20,8,Periodic Buyer
1750,242542,Colleen Moore,1998-09-02,13,Loyal Customer
1751,242571,John Daigle,1979-01-27,6,Periodic Buyer
1752,242781,Stephen Gritton,1984-03-10,3,VIP Customer
1753,242897,Sherri Fray,1978-04-16,7,Periodic Buyer
1754,242901,Allen Tran,1943-11-16,7,Periodic Buyer
1755,242920,Stephen Powell,1937-05-03,1,VIP Customer
1756,242985,Donna Shannon,1992-07-14,1,VIP Customer
1757,243036,Denese McDaniel,1947-08-29,2,VIP Customer
1758,243073,Kathy Allen,1974-02-05,1,VIP Customer
1759,243170,Susan Dee,1948-03-23,1,VIP Customer
1760,243209,Molly Clark,1949-04-17,2,VIP Customer
1761,243332,Cory Potter,1962-06-06,3,VIP Customer
1762,243341,Cecile Herman,1981-10-19,2,VIP Customer
